SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,555 Innes Ave #309,San Francisco,CA,94124,649900,1,1.0,Bayview,790,,2016,6,823,479,Active,,,http://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-309/home/114010587,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40965650,N,Y,37.7281082,-122.3692429
MLS Listing,,Multi-Family (2-4 Unit),379 - 381 27th Ave,San Francisco,CA,94121,1799000,0,,San Francisco,3130,3000,1923,6,575,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/379-27th-Ave-94121/home/1189576,San Francisco MLS,421589955,N,Y,37.7823248,-122.4873736
MLS Listing,,Multi-Family (2-4 Unit),2428 - 2432 Fulton St,San Francisco,CA,94118,2450000,6,3.0,San Francisco,4275,3438,1911,6,573,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2428-Fulton-St-94118/home/1839079,San Francisco MLS,421590661,N,Y,37.7747496,-122.4569964
MLS Listing,,Single Family Residential,1801 Geneva Ave,San Francisco,CA,94134,745000,2,1.0,San Francisco,799,1683,1946,6,932,,Active,,,http://www.redfin.com/CA/San-Francisco/1801-Geneva-Ave-94134/home/1511349,San Francisco MLS,421590926,N,Y,37.7100576,-122.4242058
MLS Listing,,Multi-Family (5+ Unit),11 Crestline Dr,San Francisco,CA,94131,2500000,0,,San Francisco,3882,5001,1963,6,644,,Active,,,http://www.redfin.com/CA/San-Francisco/11-Crestline-Dr-94131/home/1758131,San Francisco MLS,421585864,N,Y,37.7492279,-122.4452752
MLS Listing,,Multi-Family (2-4 Unit),2391 - 2393 30th Ave,San Francisco,CA,94116,1495000,4,,San Francisco,2250,1437,1945,6,664,,Active,September-9-2021 05:00 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/2391-30th-Ave-94116/home/2008161,San Francisco MLS,421590529,N,Y,37.7427346,-122.4877114
MLS Listing,,Single Family Residential,338 Vernon St,San Francisco,CA,94132,999000,3,2.0,Merced Heights,1250,2500,1944,6,799,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/338-Vernon-St-94132/home/1096105,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40965571,N,Y,37.7186319,-122.4678873
MLS Listing,,Single Family Residential,86 Idora Ave,San Francisco,CA,94127,1895000,4,4.0,San Francisco,2943,3101,1928,6,644,,Active,,,http://www.redfin.com/CA/San-Francisco/86-Idora-Ave-94127/home/1800307,San Francisco MLS,421589485,N,Y,37.7445689,-122.4561782
MLS Listing,,Single Family Residential,730 - 732 27th Ave,San Francisco,CA,94121,1095000,3,,San Francisco,1850,2962,1922,6,592,,Active,,,http://www.redfin.com/CA/San-Francisco/730-27th-Ave-94121/home/1189933,San Francisco MLS,421590869,N,Y,37.7755682,-122.4862467
MLS Listing,,Condo/Co-op,1160 Mission St #1613,San Francisco,CA,94103,1200000,2,2.0,San Francisco,1131,43557,2008,6,1061,972,Active,September-9-2021 05:00 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1613/home/17306097,San Francisco MLS,421590838,N,Y,37.7786972,-122.4126145
MLS Listing,,Condo/Co-op,759 Grove St #759,San Francisco,CA,94102,725000,2,1.0,San Francisco,940,1938,1890,6,771,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/759-Grove-St-94102/unit-759/home/176293731,San Francisco MLS,421589445,N,Y,37.7768822,-122.4290664
MLS Listing,,Condo/Co-op,290 Red Rock Way Unit A,San Francisco,CA,94131,899000,4,2.5,San Francisco,1513,,1964,6,594,1252,Active,,,http://www.redfin.com/CA/San-Francisco/290-Red-Rock-Way-94131/unit-A/home/175110771,San Francisco MLS,421587887,N,Y,37.7460707,-122.443033
MLS Listing,,Single Family Residential,76 Bronte St,San Francisco,CA,94110,2095000,3,3.0,San Francisco,1748,1751,1940,6,1199,,Active,,,http://www.redfin.com/CA/San-Francisco/76-Bronte-St-94110/home/1240678,San Francisco MLS,421589661,N,Y,37.7385366,-122.4104132
MLS Listing,,Condo/Co-op,601 Van Ness Ave #1030,San Francisco,CA,94102,628888,1,,San Francisco,672,105806,1982,7,936,940,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1030/home/578718,San Francisco MLS,421590810,N,Y,37.7813653,-122.4215253
MLS Listing,,Single Family Residential,1011 Hollister Ave,San Francisco,CA,94124,1149000,3,2.0,San Francisco,1269,2500,1964,7,905,,Active,,,http://www.redfin.com/CA/San-Francisco/1011-Hollister-Ave-94124/home/1231643,San Francisco MLS,421590806,N,Y,37.7186696,-122.3909531
MLS Listing,,Vacant Land,301 Alemany Blvd,San Francisco,CA,94110,4995000,0,,San Francisco,,100374,,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/301-Alemany-Blvd-94110/home/110064228,San Francisco MLS,421590085,N,Y,37.731027,-122.416359
MLS Listing,,Single Family Residential,250 Casitas Ave,San Francisco,CA,94127,2895000,5,4.5,San Francisco,5434,6486,,7,533,,Active,,,http://www.redfin.com/CA/San-Francisco/250-Casitas-Ave-94127/home/1102263,San Francisco MLS,421590702,N,Y,37.7364846,-122.4604573
MLS Listing,,Multi-Family (2-4 Unit),1145 - 1155 Hyde St,San Francisco,CA,94109,3995000,11,4.5,San Francisco,6400,4575,1909,7,624,,Active,,,http://www.redfin.com/CA/San-Francisco/1145-Hyde-St-94109/home/1594188,San Francisco MLS,421590717,N,Y,37.7916166,-122.4178002
MLS Listing,,Condo/Co-op,400 Bristol Ct #427,San Francisco,CA,94130,1850000,2,2.0,San Francisco,1411,,,7,1311,1367,Active,,,http://www.redfin.com/CA/San-Francisco/1-Yerba-Buena-Rd-94130/unit-427/home/176287503,San Francisco MLS,421590712,N,Y,37.8108709,-122.3668348
MLS Listing,,Single Family Residential,450 Los Palmos Dr,San Francisco,CA,94127,1575000,3,2.0,San Francisco,1676,2260,1947,7,940,,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/450-Los-Palmos-Dr-94127/home/1517827,San Francisco MLS,421590594,N,Y,37.734603,-122.4519839
MLS Listing,,Single Family Residential,11 Nordhoff St,San Francisco,CA,94131,1295000,2,1.5,San Francisco,1295,5074,1910,7,1000,,Active,September-8-2021 05:00 PM,September-8-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/11-Nordhoff-St-94131/home/815685,San Francisco MLS,421590005,N,Y,37.7333613,-122.4410839
MLS Listing,,Condo/Co-op,151 Alice B. Toklas Pl #805,San Francisco,CA,94109,1075000,1,1.5,San Francisco,1614,25240,1920,7,666,928,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-805/home/1426577,San Francisco MLS,421578473,N,Y,37.7850997,-122.4205869
MLS Listing,,Condo/Co-op,574 Natoma St,San Francisco,CA,94103,465000,0,1.0,San Francisco,,1816,2012,7,,318,Active,,,http://www.redfin.com/CA/San-Francisco/574-Natoma-St-94103/home/18784666,San Francisco MLS,421590626,N,Y,37.7790184,-122.4094507
MLS Listing,,Single Family Residential,3 Downey St,San Francisco,CA,94117,2599000,6,3.0,San Francisco,2725,1999,1904,7,954,,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/3-Downey-St-94117/unit-1/home/102822655,San Francisco MLS,421575439,N,Y,37.7685568,-122.4476653
MLS Listing,,Condo/Co-op,1310 Fillmore St Ph 1-D,SAN FRANCISCO,CA,94115,939000,1,1.0,SAN FRANCISCO,858,,2007,7,1094,875,Active,,,http://www.redfin.com/CA/San-Francisco/1310-Fillmore-St-94115/unit-1-D/home/17306627,MLSListings,ML81860817,N,Y,37.7816647,-122.4321387
MLS Listing,,Condo/Co-op,1932 Fell St #10,San Francisco,CA,94117,585000,1,1.0,San Francisco,426,6875,1905,7,1373,434,Active,,,http://www.redfin.com/CA/San-Francisco/1932-Fell-St-94117/unit-10/home/12434417,San Francisco MLS,421590329,N,Y,37.7727316,-122.4498877
MLS Listing,,Multi-Family (2-4 Unit),1966 Green St,San Francisco,CA,94123,2950000,0,,San Francisco,3913,2792,1901,7,754,,Active,,,http://www.redfin.com/CA/San-Francisco/1966-Green-St-94123/home/1089246,San Francisco MLS,421590313,N,Y,37.7968426,-122.4314844
MLS Listing,,Single Family Residential,1485 38th Ave,San Francisco,CA,94121,1495000,4,2.0,San Francisco,2046,2375,1930,7,731,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1485-38th-Ave-94122/home/633766,San Francisco MLS,421589248,N,Y,37.7591996,-122.4975133
MLS Listing,,Single Family Residential,39 Lobos St,San Francisco,CA,94112,1400000,4,2.0,San Francisco,1726,6590,1974,7,811,,Active,,,http://www.redfin.com/CA/San-Francisco/39-Lobos-St-94112/home/1346213,San Francisco MLS,421590399,N,Y,37.7147786,-122.4534249
MLS Listing,,Single Family Residential,387 Beacon St,San Francisco,CA,94131,2000000,4,3.5,San Francisco,3214,9797,1978,7,622,,Active,,,http://www.redfin.com/CA/San-Francisco/387-Beacon-St-94131/home/1705258,BAREIS,421578738,N,Y,37.7413086,-122.4344392
MLS Listing,,Single Family Residential,312 Cortland Ave,San Francisco,CA,94110,3250000,3,3.5,San Francisco,2850,2500,1900,7,1140,,Active,September-9-2021 05:00 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/312-Cortland-Ave-94110/home/1140831,San Francisco MLS,421586721,N,Y,37.7390914,-122.4182117
MLS Listing,,Condo/Co-op,88 King St #817,San Francisco,CA,94107,1295000,2,2.0,San Francisco,1163,,2000,7,1113,1132,Active,,,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-817/home/12397368,San Francisco MLS,421558862,N,Y,37.7806744,-122.3892218
MLS Listing,,Condo/Co-op,1400 Mission St #203,San Francisco,CA,94103,392475,2,2.0,San Francisco,916,,2015,7,428,541,Active,,,http://www.redfin.com/CA/San-Francisco/1400-Mission-St-94103/unit-203/home/109464835,San Francisco MLS,421589180,N,Y,37.7753691,-122.4164734
MLS Listing,,Single Family Residential,1574 46th Ave,San Francisco,CA,94122,1198000,3,3.0,San Francisco,1767,2996,1923,8,678,,Active,,,http://www.redfin.com/CA/San-Francisco/1574-46th-Ave-94122/home/1984986,San Francisco MLS,421590349,N,Y,37.7571938,-122.5054945
MLS Listing,,Condo/Co-op,540 Ashbury St,San Francisco,CA,94117,1425000,3,2.0,San Francisco,1600,3125,1904,8,891,,Active,,,http://www.redfin.com/CA/San-Francisco/540-Ashbury-St-94117/home/21975893,San Francisco MLS,421589949,N,Y,37.7704757,-122.4468986
MLS Listing,,Condo/Co-op,4575 Cabrillo St #101,San Francisco,CA,94121,679000,1,1.0,San Francisco,705,4749,1984,8,963,546,Active,,,http://www.redfin.com/CA/San-Francisco/4575-Cabrillo-St-94121/unit-101/home/146342952,San Francisco MLS,421571727,N,Y,37.773182,-122.5075489
MLS Listing,,Multi-Family (2-4 Unit),195-197 Precita Ave,SAN FRANCISCO,CA,94110,1099000,5,2.0,SAN FRANCISCO,1540,2100,1900,8,714,,Active,,,http://www.redfin.com/CA/San-Francisco/195-Precita-Ave-94110/home/1885460,MLSListings,ML81860739,N,Y,37.7477079,-122.4162275
MLS Listing,,Condo/Co-op,151 Alice B Toklas Pl #509,SAN FRANCISCO,CA,94109,1150000,1,1.0,SAN FRANCISCO,1337,,1920,8,860,922,Active,,,http://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-509/home/574531,MLSListings,ML81860705,N,Y,37.7850997,-122.4205869
MLS Listing,,Single Family Residential,435 Duncan St,San Francisco,CA,94131,1298000,3,2.0,San Francisco,1410,2848,1907,8,921,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/435-Duncan-St-94131/home/1274370,San Francisco MLS,421588601,N,Y,37.7456891,-122.4299757
MLS Listing,,Condo/Co-op,475 Hampshire St #3,San Francisco,CA,94110,1050000,1,1.5,San Francisco,1104,3000,2001,8,951,550,Active,,,http://www.redfin.com/CA/San-Francisco/475-Hampshire-St-94110/unit-3/home/12399759,San Francisco MLS,421589867,N,Y,37.7634426,-122.4081192
MLS Listing,,Condo/Co-op,151 Alice B. Toklas Pl #603,San Francisco,CA,94109,989000,1,1.0,San Francisco,,25240,1920,8,,847,Active,,,http://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-603/home/574541,San Francisco MLS,421582106,N,Y,37.7850997,-122.4205869
MLS Listing,,Condo/Co-op,333 1st St Unit N1405,San Francisco,CA,94105,900000,1,1.0,San Francisco,709,38571,2004,9,1269,854,Active,,,http://www.redfin.com/CA/San-Francisco/333-1st-St-94105/unit-N1405/home/1762103,San Francisco MLS,421583492,N,Y,37.7869502,-122.3938332
MLS Listing,,Single Family Residential,158 Edinburgh St,SAN FRANCISCO,CA,94112,969000,3,1.0,SAN FRANCISCO,1500,2500,1927,9,646,,Active,,,http://www.redfin.com/CA/San-Francisco/158-Edinburgh-St-94112/home/975382,MLSListings,ML81860625,N,Y,37.7266208,-122.4281553
MLS Listing,,Multi-Family (5+ Unit),1119 Shotwell St,San Francisco,CA,94110,2100000,2,3.0,San Francisco,3440,3737,1900,9,610,,Active,,,http://www.redfin.com/CA/San-Francisco/1119-Shotwell-St-94110/home/985860,San Francisco MLS,421589722,N,Y,37.7504679,-122.4147605
MLS Listing,,Single Family Residential,3790 21st St,San Francisco,CA,94114,6850000,5,5.5,San Francisco,4400,1410,,9,1557,,Active,,,http://www.redfin.com/CA/San-Francisco/3790-21st-St-94114/home/1997153,San Francisco MLS,421587340,N,Y,37.7563698,-122.4321013
MLS Listing,,Single Family Residential,1840 Eddy St,San Francisco,CA,94115,2750000,4,3.5,San Francisco,,,1929,9,,,Active,,,http://www.redfin.com/CA/San-Francisco/1840-Eddy-St-94115/home/592970,San Francisco MLS,421589750,N,Y,37.7808286,-122.4387896
MLS Listing,,Condo/Co-op,1050 North Point St #1206,San Francisco,CA,94109,898000,1,1.0,San Francisco,,26400,,9,,934,Active,,,http://www.redfin.com/CA/San-Francisco/1050-N-Point-St-94109/unit-1206/home/12400221,San Francisco MLS,421589183,N,Y,37.8053959,-122.4248482
MLS Listing,,Multi-Family (2-4 Unit),1662 - 1664 Hayes St,San Francisco,CA,94117,2295000,4,,San Francisco,2760,3384,1900,9,832,,Active,,,http://www.redfin.com/CA/San-Francisco/1662-Hayes-St-94117/home/1618473,San Francisco MLS,421587804,N,Y,37.7745083,-122.4438745
MLS Listing,,Other,69 Pearl St,SAN FRANCISCO,CA,94103,1299900,4,3.0,SAN FRANCISCO,1763,,1907,9,737,325,Active,,,http://www.redfin.com/CA/San-Francisco/69-Pearl-St-94103/unit-73A/home/895945,MLSListings,ML81860585,N,Y,37.77031,-122.423664
MLS Listing,,Condo/Co-op,51 Innes Ct #207,San Francisco,CA,94124,600000,1,1.0,San Francisco,720,19791,2017,9,833,562,Active,,,http://www.redfin.com/CA/San-Francisco/51-Innes-Ct-94124/unit-207/home/160765879,San Francisco MLS,421563770,N,Y,37.7272117,-122.367848
MLS Listing,,Multi-Family (5+ Unit),690 Guerrero St,San Francisco,CA,94110,2699000,1,2.0,San Francisco,5565,2458,1927,9,485,,Active,,,http://www.redfin.com/CA/San-Francisco/690-Guerrero-St-94110/home/1405364,San Francisco MLS,421583959,N,Y,37.7601707,-122.423973
MLS Listing,,Single Family Residential,888 Ingerson Ave,SAN FRANCISCO,CA,94124,925000,5,3.0,SAN FRANCISCO,1789,2495,1964,9,517,,Active,,,http://www.redfin.com/CA/San-Francisco/888-Ingerson-Ave-94124/home/1344938,MLSListings,ML81858664,N,Y,37.71805,-122.3907394
MLS Listing,,Condo/Co-op,255 Berry St #505,San Francisco,CA,94158,949000,1,1.0,San Francisco,,,,9,,804,Active,,,http://www.redfin.com/CA/San-Francisco/255-Berry-St-94158/unit-505/home/873804,San Francisco MLS,421589850,N,Y,37.7743869,-122.3947812
MLS Listing,,Condo/Co-op,225 Bay St #101,San Francisco,CA,94133,949500,2,2.0,San Francisco,850,,1979,9,1117,450,Active,,,http://www.redfin.com/CA/San-Francisco/225-Bay-St-94133/unit-101/home/960523,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40965010,N,Y,37.805646,-122.411069
MLS Listing,,Multi-Family (2-4 Unit),820 - 822 Irving St,San Francisco,CA,94122,2400000,3,,San Francisco,3596,2500,1936,9,667,,Active,,,http://www.redfin.com/CA/San-Francisco/820-Irving-St-94122/home/176255596,San Francisco MLS,421589905,N,Y,37.7642682,-122.4667771
MLS Listing,,Single Family Residential,2021 14th Ave,San Francisco,CA,94116,1800000,3,2.0,San Francisco,2293,2064,1947,9,785,,Active,,,http://www.redfin.com/CA/San-Francisco/2021-14th-Ave-94116/home/1013224,San Francisco MLS,421557868,N,Y,37.7503364,-122.4712372
MLS Listing,,Single Family Residential,2327 Fillmore St,San Francisco,CA,94115,7800000,5,6.5,San Francisco,5390,2656,1900,9,1447,,Active,,,http://www.redfin.com/CA/San-Francisco/2327-Fillmore-St-94115/home/1838299,San Francisco MLS,421589047,N,Y,37.791148,-122.434598
MLS Listing,,Single Family Residential,2375 33rd Ave,San Francisco,CA,94116,1472000,2,2.5,San Francisco,1700,3000,1941,9,866,,Active,,,http://www.redfin.com/CA/San-Francisco/2375-33rd-Ave-94116/home/1741086,San Francisco MLS,421587967,N,Y,37.7428689,-122.4910205
MLS Listing,,Single Family Residential,138 Ramsell St,San Francisco,CA,94132,1259000,4,3.0,San Francisco,1081,2500,1945,9,,,Active,,,http://www.redfin.com/CA/San-Francisco/138-Ramsell-St-94132/home/829727,MetroList,421587631,N,Y,37.7132451,-122.4660298
MLS Listing,,Single Family Residential,1475 - 3519 Oakdale Ave,San Francisco,CA,94124,757500,2,1.0,San Francisco,1625,3746,1928,10,466,,Active,,,http://www.redfin.com/CA/San-Francisco/1475-Oakdale-Ave-94124/home/2005147,San Francisco MLS,421589862,N,Y,37.733087,-122.3881883
MLS Listing,,Multi-Family (2-4 Unit),1273 - 1277 Dolores St,San Francisco,CA,94110,2160000,5,3.0,San Francisco,3689,3123,1904,10,586,,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1273-Dolores-St-94110/home/176251643,San Francisco MLS,421587185,N,Y,37.7491533,-122.4246961
MLS Listing,,Condo/Co-op,52 Innes Ct #103,San Francisco,CA,94124,799000,2,2.0,San Francisco,1185,19792,2017,10,674,635,Active,,,http://www.redfin.com/CA/San-Francisco/52-Innes-Ct-94124/unit-103/home/144879719,San Francisco MLS,421589779,N,Y,37.7276224,-122.3674287
MLS Listing,,Condo/Co-op,323 Mississippi St,San Francisco,CA,94107,1795000,3,3.0,San Francisco,1775,2482,1909,10,1011,500,Active,,,http://www.redfin.com/CA/San-Francisco/323-Mississippi-St-94107/home/17306524,San Francisco MLS,421584025,N,Y,37.762245,-122.394238
MLS Listing,,Single Family Residential,3020 26th Ave,SAN FRANCISCO,CA,94132,2388000,4,3.0,SAN FRANCISCO,2768,3998,1935,11,863,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3020-26th-Ave-94132/home/1785926,MLSListings,ML81860458,N,Y,37.7320825,-122.4816401
MLS Listing,,Multi-Family (2-4 Unit),4921 California St,San Francisco,CA,94118,1888888,8,4.0,San Francisco,3576,2500,1964,11,528,,Active,,,http://www.redfin.com/CA/San-Francisco/4921-California-St-94118/home/991437,San Francisco MLS,421589751,N,Y,37.78435,-122.4703638
MLS Listing,,Condo/Co-op,1400 Mission St #1302,San Francisco,CA,94103,640000,1,1.0,San Francisco,635,1,2015,11,1008,468,Active,,,http://www.redfin.com/CA/San-Francisco/1400-Mission-St-94103/unit-1302/home/110052458,San Francisco MLS,421587745,N,Y,37.7753691,-122.4164734
